Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	100.000	239	0	0	1	239	1	239	0.0	493
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	WP_011654379_1_cysteine_hydrolase__Rhizobium_leguminosarum__biuretase	99.565	230	1	0	1	230	4	233	2.66e-175	474
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	642329153_ZP_02925081_isochorismatase_family_protein__Verrucomicrobium_spinosum_DSM_4136,_unfinished_sequence__NZ_ABIZ01000001__biuretase	76.018	221	53	0	9	229	4	224	7.94e-131	361
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	2600762754_Nicotinamidase-related_amidase__Burkholderia_gladioli_NBRC_13700___Ga0056708_1074__biuretase	76.471	221	48	2	5	222	2	221	5.66e-127	352
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	WP_122559393_1_cysteine_hydrolase__Pseudomonas_viridiflava__guanylurease	72.000	225	63	0	5	229	2	226	1.77e-125	348
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	2509806601_Nicotinamidase-related_amidase__Leptolyngbya_sp__PCC_6306___LepboDRAFT_LPC_1__biuretase	76.650	197	46	0	8	204	4	200	1.23e-116	324
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	2565607607_Nicotinamidase-related_amidase__Paenibacillus_sp__FSL_R7-277___ASPX01000071__biuretase	70.270	222	65	1	9	229	3	224	1.84e-115	322
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	2570955136_Nicotinamidase-related_amidase__Williamsia_sp__D3___AYTE01000014__biuretase	65.919	223	76	0	7	229	4	226	7.00e-112	314
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	AEX65081_1_biuret_hydrolase__plasmid___Rhodococcus_sp__Mel__biuretase	66.372	226	76	0	9	234	6	231	2.38e-111	313
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	WP_087719642_1_cysteine_hydrolase__Salinicola_salarius__guanylurease	52.273	220	105	0	8	227	6	225	8.14e-84	243
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	PHR03197_1_cysteine_hydrolase__Halomonas_sp___guanylurease	51.376	218	106	0	11	228	9	226	2.37e-81	236
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	WP_131184559_1_MULTISPECIES__cysteine_hydrolase__unclassified_Pseudomonadaceae__guanylurease	52.036	221	106	0	9	229	4	224	5.81e-81	235
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	MAN51460_1_cysteine_hydrolase__Marinimicrobium_sp___guanylurease	51.131	221	108	0	8	228	6	226	1.09e-80	234
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	WP_096346020_1_cysteine_hydrolase__Pseudomonas_pelagia__guanylurease	52.558	215	102	0	13	227	11	225	5.61e-80	233
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	WP_149333555_1_isochorismatase_family_protein__Pseudomonas_sp__Y22__guanylurease	52.093	215	103	0	13	227	11	225	1.14e-79	232
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	WP_128385245_1_cysteine_hydrolase__Hydrogenovibrio_thermophilus__guanylurease	48.485	231	119	0	7	237	5	235	1.86e-79	231
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	WP_095845189_1_cysteine_hydrolase__Gibbsiella_quercinecans__guanylurease	52.995	217	102	0	13	229	11	227	5.25e-79	230
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	WP_072397117_1_cysteine_hydrolase__Hyphomicrobium_sp__CS1GBMeth3__guanylurease	53.456	217	101	0	13	229	12	228	6.05e-79	230
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	WP_121525633_1_cysteine_hydrolase__Gibbsiella_quercinecans__guanylurease	52.535	217	103	0	13	229	11	227	2.14e-78	228
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	WP_133685364_1_cysteine_hydrolase__Cellvibrio_sp__YR554__guanylurease	48.214	224	116	0	9	232	8	231	2.21e-78	229
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	WP_121555990_1_cysteine_hydrolase__Gibbsiella_quercinecans__guanylurease	52.535	217	103	0	13	229	11	227	5.02e-78	228
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	WP_041523232_1_cysteine_hydrolase__Gilvimarinus_agarilyticus__guanylurease	48.402	219	113	0	11	229	10	228	8.02e-78	227
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	WP_020209567_1_cysteine_hydrolase__Gilvimarinus_chinensis__guanylurease	47.926	217	113	0	13	229	12	228	1.26e-77	227
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	WP_093392008_1_cysteine_hydrolase__Pseudomonas_xinjiangensis__guanylurease	49.309	217	110	0	13	229	12	228	1.53e-77	227
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	ERJ20738_1_isochorismatase_protein__Salinisphaera_shabanensis_E1L3A__guanylurease	50.446	224	111	0	6	229	6	229	2.78e-77	226
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	WP_051339702_1_cysteine_hydrolase__Salinisphaera_shabanensis__guanylurease	50.446	224	111	0	6	229	17	240	4.71e-77	226
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	WP_045325224_1_MULTISPECIES__cysteine_hydrolase__Enterobacteriaceae__guanylurease	46.725	229	122	0	1	229	1	229	1.95e-76	224
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	WP_104456942_1_cysteine_hydrolase__Klebsiella_pneumoniae__guanylurease	46.725	229	122	0	1	229	1	229	3.23e-76	223
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	MBS62196_1_cysteine_hydrolase__Salinisphaera_sp___guanylurease	49.309	217	110	0	13	229	24	240	1.33e-74	219
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	WP_012020236_1_cysteine_hydrolase__Pseudomonas_mendocina__guanylurease	47.926	217	113	0	13	229	12	228	1.55e-74	219
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	WP_122456549_1_cysteine_hydrolase__Pseudomonas_viridiflava__guanylurease	47.768	224	117	0	11	234	10	233	6.63e-74	217
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	WP_131191208_1_cysteine_hydrolase__Pseudomonas_daroniae__guanylurease	46.544	217	116	0	13	229	12	228	5.16e-72	213
Rhizobium_leguminosarum_bv_vicae_biuret_hydrolase_5BK5_pdb	HCE39252_1_TPA__cysteine_hydrolase__Alcanivorax_sp___guanylurease	50.691	217	107	0	13	229	12	228	7.55e-71	209
